ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default_payment_next_month,random_noise,LIMIT_BAL_copy
27061,20000.0,1,3,1,45.0,0,0,0,0,0,0,26400.0,27400,28400,29400,30000,0,1000.0,1000,1000,600,0,0,0,-2.0815721113366985,21000.0
27062,130000.0,1,2,2,33.0,1,-1,0,-1,0,0,0.0,870,390,11,1011,381,870.0,300,11,1000,300,500,0,2.173681541769534,136500.0
27063,290000.0,1,3,2,41.0,0,0,0,0,0,0,293281.0,268030,157691,158720,144085,143663,7948.0,22429,5530,4442,5887,5890,0,-0.36701736614043096,304500.0
27064,40000.0,1,1,2,45.0,-1,-1,-1,-1,-1,0,10567.0,264,3430,-147,672,5408,264.0,3430,0,24672,5000,3020,0,-1.1841951474498125,42000.0
27065,10000.0,1,2,1,33.0,0,0,0,0,0,0,10146.0,9352,9919,10400,10123,19813,1158.0,1200,1137,335,351,1000,0,-1.2590757209062946,10500.0
27066,360000.0,1,2,2,39.0,-1,-1,-1,-1,-1,-1,10027.0,8929,34635,26645,18088,8703,8975.0,34825,26674,18112,8719,4861,0,-0.2517715521740551,378000.0
27068,230000.0,1,1,2,39.0,-1,-1,-1,-1,2,-1,260.0,834,-150,517,53,603,1000.0,0,667,0,700,10200,0,0.13808993843665932,241500.0
27070,150000.0,1,1,2,35.0,0,0,0,0,0,0,150359.0,147471,151713,130107,78623,79743,15000.0,20000,5000,2000,7000,15000,0,-0.317749007662708,157500.0
27071,230000.0,1,1,2,44.0,0,0,0,0,0,0,,27214,28472,29696,31393,33222,2000.0,2000,2000,2500,2500,3000,0,0.319155991556013,241500.0
27073,150000.0,1,3,2,39.0,-2,-2,-2,-2,-2,-2,1580.0,2925,-551,-1944,-4430,-5813,2935.0,4,7,4,7,10004,0,-1.4951230635695467,157500.0
27074,350000.0,1,1,1,38.0,-1,-1,-1,-1,-1,-1,17999.0,38899,24620,22381,13115,5167,38933.0,24692,22388,13115,5167,11325,0,0.41498742035733005,367500.0
27076,200000.0,1,2,2,,0,0,0,0,0,0,65342.0,63218,64594,65070,20478,13737,2856.0,3000,1367,475,344,581,0,-1.5564739744622422,210000.0
27077,2000000.0,1,2,2,34.0,-2,-2,-1,0,-1,-1,541.0,-59,6817,7756,8835,13129,59.0,6876,1009,8837,13129,12184,0,0.7796601975137056,2100000.0
27078,10000.0,1,2,1,35.0,2,0,0,0,0,0,9242.0,9159,10004,9722,10044,9856,1315.0,1160,1139,1241,345,580,0,-0.4936208608065362,10500.0
27079,200000.0,1,1,2,,0,0,0,0,0,0,46288.0,48205,49352,49682,50588,42629,3000.0,2300,2000,2000,1500,1189,0,0.6347758328278332,210000.0
27080,240000.0,1,2,1,34.0,0,0,0,0,0,0,194548.0,198522,206312,205804,122740,137740,7200.0,11000,6000,3000,15000,45,0,0.8835946960681991,252000.0
27081,290000.0,1,1,2,38.0,-2,-2,-2,-2,-2,-2,2318.0,1818,2057,2278,1224,-57060,1827.0,2066,2287,1242,1827,60860,0,1.5376965676151912,304500.0
27082,80000.0,1,2,2,31.0,0,0,0,0,0,0,73414.0,69998,72368,77505,78845,74182,3000.0,3500,7000,3100,3000,3000,0,0.38301365158805367,84000.0
27084,320000.0,1,1,2,29.0,0,0,0,-1,-1,-1,46758.0,31422,33619,23553,9398,4296,2563.0,9842,24709,6022,4318,4522,0,-1.3961958374311692,336000.0
27086,60000.0,1,2,2,,-1,2,-1,2,0,0,2178.0,1755,58197,50485,37710,38073,0.0,58197,0,2000,1366,2000,0,0.4197544553720979,63000.0
27087,150000.0,1,5,1,34.0,0,0,0,0,0,0,1840000.0,94000,96000,98000,100000,0,2000.0,2000,2000,2000,0,0,0,-0.2721628409824755,157500.0
27088,20000.0,1,3,1,39.0,-1,2,2,2,-1,-1,780.0,780,390,0,780,0,390.0,0,0,780,0,0,0,0.2364766358181887,21000.0
27090,150000.0,1,2,2,35.0,0,0,0,0,0,0,66662.0,61331,56523,56737,51005,47471,2116.0,2549,2406,2000,1655,2111,0,-0.13426574103098143,157500.0
27091,20000.0,1,2,2,36.0,0,0,0,2,0,0,16419.0,17139,20159,19533,19928,19695,1300.0,3300,0,1000,1000,900,0,-0.8331793221334874,21000.0
27093,50000.0,1,2,1,36.0,-1,-1,-1,-1,0,0,630.0,815,1104,9182,8989,8443,1000.0,1104,9182,275,801,184,0,1.0562004982308368,52500.0
27094,,1,1,1,48.0,0,0,0,0,-2,-2,189158.0,150621,153900,0,0,0,6561.0,6900,0,0,0,0,0,0.9985478015724539,
27095,190000.0,1,3,2,35.0,0,0,0,0,0,0,170928.0,170290,175630,171572,161319,151119,6500.0,8031,7510,5500,6000,5500,0,-0.22569585784961213,199500.0
27096,140000.0,1,2,2,30.0,-1,-1,-1,-1,-1,-1,44300.0,54700,34050,3000,3000,49128,54700.0,34050,3000,3000,49128,5000,0,0.5466540348589334,147000.0
27097,160000.0,1,2,2,33.0,0,0,0,0,0,0,78859.0,81539,84216,86812,87679,90264,4000.0,4000,4000,3200,4000,4000,0,0.35412634626489353,168000.0
27098,580000.0,1,1,1,35.0,-2,-2,-1,0,-1,0,9238.0,0,1758,2886,3733,3040,0.0,1758,2014,3793,7,2138,0,-0.3922872186462249,609000.0
27099,500000.0,1,1,1,43.0,1,-2,-2,-2,-1,-1,0.0,0,0,0,177,4716,0.0,0,0,177,4716,1000,0,-0.966193648133439,525000.0
27100,130000.0,1,2,1,,0,0,0,0,0,0,61105.0,61386,62681,64743,45288,48449,,4000,5000,3000,5000,2000,0,1.2083150603268709,136500.0
27101,3000000.0,1,3,1,44.0,-1,-1,-1,-1,-1,-1,530.0,25576,1561,2106,2656,4274,25576.0,1561,2106,2656,4274,4310,0,1.7878358604232099,3150000.0
27103,,1,2,2,34.0,-1,-1,-1,-1,-1,-1,1236.0,856,856,856,856,856,856.0,856,856,856,856,856,0,1.272486915489159,
27104,220000.0,1,1,2,30.0,-2,-2,-2,-2,-2,-2,2895.0,-1,-1,300,90,2194,0.0,0,301,90,2204,547,0,-0.3069248925661254,231000.0
27105,10000.0,1,2,1,44.0,-1,-1,-1,-1,-1,-2,390.0,390,0,780,0,0,,0,780,0,0,0,0,-1.0885210699265047,10500.0
27107,150000.0,99,3,2,32.0,-1,-1,-1,-1,-1,-1,1437.0,162,116,162,530,367,162.0,116,162,530,367,111,0,-0.1461496627385562,157500.0
27108,130000.0,1,2,2,41.0,0,0,0,0,0,0,124391.0,126032,123746,123107,42897,39378,4442.0,5200,5012,2500,5000,2000,0,-0.35809600680670106,136500.0
27109,210000.0,1,3,1,49.0,0,0,0,0,0,0,27984.0,27686,29209,28326,26198,25020,1500.0,2000,1500,1000,1500,1300,0,0.9208201765018529,220500.0
27110,70000.0,1,2,2,36.0,0,0,0,0,0,0,20857.0,22199,23834,25353,27075,28092,2000.0,2000,2000,2000,3000,830,0,-0.29012424667254805,73500.0
27114,60000.0,1,2,2,29.0,0,0,0,0,0,0,50901.0,54050,54555,15177,16610,16821,4000.0,2500,2000,2000,628,3525,0,-0.8299618046391108,63000.0
27115,110000.0,1,1,2,33.0,0,0,0,0,0,0,9495.0,12633,88334,53978,23687,26567,4018.0,80004,1500,12013,7000,2000,0,1.4222248215366229,115500.0
27116,,1,2,1,33.0,1,-1,-1,-1,-1,-1,0.0,1427,0,198,0,525,1427.0,0,198,0,525,0,0,0.8448212584328311,
27117,100000.0,1,3,2,33.0,1,-2,-1,2,-1,0,0.0,0,1991,1991,93536,95373,0.0,1991,0,93536,3500,8000,0,0.2822761750127236,105000.0
27118,360000.0,99,3,1,42.0,0,0,0,0,0,0,226988.0,217735,207215,197096,187693,177338,8006.0,7506,7006,7006,6103,5506,0,-0.28018770361395845,378000.0
27119,120000.0,1,1,1,43.0,-1,-1,-1,-1,-1,-1,3131.0,4176,2541,5648,4122,0,5126.0,2557,5667,4144,0,3463,0,0.5841278139193997,126000.0
27121,150000.0,1,2,2,31.0,0,0,0,0,0,0,19057.0,20091,21423,23927,25718,136667,1500.0,1500,3000,2000,111338,4000,0,1.166813108457089,157500.0
27124,170000.0,1,1,1,41.0,0,0,0,0,0,0,,56742,49176,41969,37409,36214,2579.0,5019,10041,5012,5024,5012,0,-1.23335233180941,178500.0
27125,270000.0,1,1,1,40.0,0,0,0,0,0,0,3686.0,4699,5718,6727,6861,7005,1084.0,1103,1112,246,255,651,0,-1.112460979037633,283500.0
27126,500000.0,1,1,2,38.0,-2,-2,-2,-2,-2,-2,,0,0,8086,0,0,0.0,0,8086,0,0,0,0,-1.3865241794934275,525000.0
27127,300000.0,1,1,1,35.0,-1,-1,-1,-1,-2,-2,1246.0,1217,338,0,0,0,1217.0,338,0,0,0,0,0,-0.3912177588262588,315000.0
27128,150000.0,1,1,1,35.0,-1,-1,-1,-1,-1,-1,18786.0,6879,16643,4869,9157,9624,6879.0,16701,4883,9199,9652,443,0,-0.20156869450739884,157500.0
27129,360000.0,1,1,2,34.0,0,0,0,0,0,0,350178.0,359050,366591,331833,288709,290583,15000.0,15502,13801,9852,10224,10010,0,2.101816910641816,378000.0
27131,360000.0,1,1,1,38.0,0,0,0,-1,0,0,,88355,54913,25407,22179,337,48564.0,10072,25821,609,1,10425,0,-1.1865874355440844,378000.0
27133,230000.0,1,1,2,45.0,0,0,0,0,0,0,92129.0,92690,93596,79320,64268,65193,3510.0,3998,2431,1697,1971,2046,0,0.09561571383151254,241500.0
27134,500000.0,99,3,1,47.0,-1,-1,-1,-1,-1,0,,1665,1665,1665,8805,8764,1666.0,1666,1666,8806,1625,2808,0,0.10799392655248911,525000.0
27135,210000.0,1,2,1,43.0,0,0,0,0,0,0,48540.0,38410,40291,31869,32186,25554,4000.0,5013,4000,5000,5000,5000,0,0.22145431050742717,220500.0
27136,500000.0,1,2,1,47.0,-1,-1,-1,-1,-1,-1,18463.0,17849,12818,5674,11416,36000,18011.0,12818,5674,11416,36018,14537,0,-0.05250404003280894,525000.0
27138,490000.0,1,3,1,45.0,0,0,2,0,0,0,56294.0,57088,55597,55040,51938,60606,8000.0,0,5000,3000,10000,3000,0,-0.10259068152639028,514500.0
27139,240000.0,1,2,1,48.0,0,0,0,0,0,0,236767.0,236769,238769,235603,233374,230897,8622.0,8922,8519,8499,8418,8420,0,2.279788534329818,252000.0
27141,490000.0,1,2,2,42.0,0,0,0,0,0,0,455520.0,464727,477884,488808,427064,436172,16100.0,20000,19000,16000,16000,15000,0,-0.8793737994999656,514500.0
27142,240000.0,1,2,1,47.0,0,0,0,0,-1,-1,205495.0,236484,243567,44351,193283,21682,34700.0,11005,8006,202000,8505,377000,0,-1.3533972676647346,252000.0
27143,160000.0,1,1,2,29.0,-1,-1,-2,-1,0,0,4908.0,0,0,3166,3166,0,0.0,0,3166,0,0,4493,0,-0.46096924975330794,168000.0
27144,600000.0,1,2,2,30.0,-1,-1,2,-1,-1,-1,,1498,749,749,58852,6295,1498.0,0,749,58852,6295,0,0,0.5903134500021779,630000.0
27145,160000.0,1,5,2,40.0,0,0,0,0,0,0,152240.0,152159,154523,156121,118248,119911,7650.0,6300,4800,3800,4600,4300,0,1.657979009736236,168000.0
27147,320000.0,1,2,1,33.0,0,0,0,0,0,0,254065.0,136709,81130,103543,105623,107549,68000.0,12000,25000,3208,4031,94390,0,1.052434700832444,336000.0
27148,340000.0,1,1,2,38.0,-1,-1,-2,-2,-2,-2,9054.0,1868,1135,0,0,0,1868.0,1144,0,0,0,0,0,0.12216147828325279,357000.0
27149,240000.0,1,3,1,45.0,0,0,0,0,0,0,135367.0,135091,133047,132264,130372,133170,6300.0,4800,4737,4667,4900,4849,0,-0.3403109903407904,252000.0
27151,50000.0,1,1,1,46.0,0,0,0,0,2,2,13176.0,15945,17180,18811,18380,19086,3000.0,1500,2000,0,2000,0,0,0.43925961020117626,52500.0
27152,,1,1,1,36.0,1,-2,-2,-1,0,-1,-95.0,-95,-95,5,1005,21,,0,100,1000,500,0,0,-1.0029502267555657,
27153,280000.0,1,3,1,44.0,0,0,0,0,0,0,38242.0,41083,55444,57115,54076,58155,4000.0,15000,3026,3000,8043,2000,0,-1.1350724982001077,294000.0
27154,360000.0,1,2,1,37.0,-2,-2,-2,-2,-2,-2,346.0,9138,-1,377,2899,376,9182.0,0,378,2912,377,3208,0,0.5324048442186344,378000.0
27156,160000.0,1,0,1,47.0,-1,-1,-1,-1,0,-1,386.0,907,3707,6987,3853,4613,907.0,3707,6991,77,4613,4099,0,-0.7441479561848692,168000.0
27162,300000.0,1,3,1,-5.0,0,0,0,0,0,0,39883.0,42349,44095,46502,47578,48959,3000.0,2600,3000,2000,2000,2000,0,-0.5997367406430952,315000.0
27163,70000.0,1,2,2,31.0,0,0,0,0,0,0,67958.0,66157,67569,67127,66483,65251,,2486,2700,2700,2500,3000,0,2.0765780585310565,73500.0
27164,10000.0,1,1,1,42.0,4,3,2,2,2,0,6744.0,6494,6247,7975,7701,7787,0.0,0,2000,0,359,331,0,2.147323257610076,10500.0
27165,50000.0,1,2,2,42.0,0,0,0,0,0,0,,8291,9649,10975,11292,11610,1200.0,1500,1500,500,500,500,0,0.10232764859203126,52500.0
27166,,1,2,1,40.0,1,2,0,0,0,0,238094.0,228523,191098,160149,154421,156022,0.0,8000,6000,5000,10000,5000,0,-0.7991494643148918,
27167,10000.0,1,3,2,44.0,1,2,0,0,0,0,7816.0,7542,8561,9571,9761,10106,0.0,1149,1159,349,502,200,0,1.8776969168811157,10500.0
27169,20000.0,1,1,2,29.0,0,0,0,2,0,0,13835.0,14897,17512,16926,17368,17959,1600.0,3170,0,1000,1000,3000,0,-0.2104105678652453,21000.0
27170,200000.0,1,1,2,30.0,0,0,0,0,0,-1,70185.0,71417,73534,74785,79985,3065,3000.0,3000,2000,5400,3080,998,0,1.2563458608728075,210000.0
27171,140000.0,1,2,1,34.0,0,0,0,0,0,0,70649.0,72069,74140,76421,82223,84296,3100.0,3140,3421,7000,3296,3283,0,0.06825223470338045,147000.0
27172,100000.0,1,1,2,32.0,0,0,0,0,0,0,83845.0,87580,84140,86400,87275,89082,4500.0,3300,3881,2500,2519,2700,0,1.3054387697973535,105000.0
27173,,1,1,2,33.0,-1,-1,-1,-1,-1,-1,2371.0,316,316,316,316,316,316.0,316,316,316,316,1316,0,-0.5002590895998685,
27174,160000.0,1,3,1,33.0,-1,-1,-1,-1,-1,-1,326.0,326,326,326,326,326,326.0,326,326,326,326,326,0,-0.156538522608314,168000.0
27175,190000.0,1,2,2,38.0,0,0,0,0,-1,-1,3816.0,4575,5029,6494,678,11928,1100.0,1300,2000,678,11514,0,0,-0.11967071271131996,199500.0
27176,,1,2,2,36.0,0,0,0,0,0,0,134496.0,136613,133557,129909,133043,133835,6600.0,6600,6000,6000,6000,5000,0,-0.2516753513922475,
27177,500000.0,1,1,1,36.0,1,-2,-2,-2,-2,-2,-44.0,-44,-44,-44,-44,-44,0.0,0,0,0,0,0,0,-1.7178695146958654,525000.0
27178,340000.0,1,1,1,42.0,-2,-2,-2,-2,-2,-2,137760.0,2913,340,2823,13045,14006,2913.0,340,2823,13062,14016,4513,0,0.05391524902243406,357000.0
27180,180000.0,1,1,1,,0,0,0,0,0,0,21336.0,22376,23412,25013,25899,26680,1400.0,1400,2000,1300,1200,1000,0,0.19126084129820184,189000.0
27181,200000.0,1,3,1,48.0,-2,-2,-2,-2,-2,-2,2772.0,3831,8640,433,14398,3475,4127.0,8683,436,14595,3516,7651,0,-0.41733001189950203,210000.0
27182,230000.0,1,1,1,45.0,0,0,0,0,0,0,24901.0,26071,27937,28774,29202,29683,1500.0,2200,2000,1100,1000,980,0,-1.2924228733851835,241500.0
27183,120000.0,1,1,2,27.0,0,0,0,0,0,0,45375.0,52437,50473,45087,35424,31760,12000.0,5024,5000,5000,4000,5000,0,0.6946786817032097,126000.0
27184,150000.0,1,1,2,46.0,0,0,0,0,0,0,69627.0,49082,50170,46725,100503,54798,5000.0,3000,3000,5000,10000,5000,0,-1.4467699708970136,157500.0
27186,90000.0,1,2,2,27.0,0,0,2,0,0,0,49271.0,51425,47756,45977,43936,37142,3011.0,1207,1619,1576,1600,2000,0,1.442931490497505,94500.0
27187,200000.0,1,1,2,28.0,-1,-1,-1,-1,-1,-1,5838.0,2256,9552,4215,3400,3286,,9588,5135,3487,3295,7791,0,-1.3606021662182122,210000.0
27188,240000.0,1,3,2,28.0,0,0,-1,-1,-2,-2,22334.0,13842,1425,10591,1793,1509,3851.0,1467,10594,1802,1516,1193,0,-1.1128321295983146,252000.0
27189,120000.0,1,1,2,28.0,0,0,0,0,0,0,120942.0,118576,118240,116142,115087,117647,4585.0,5923,4533,4200,4433,4241,0,1.0013326700399685,126000.0
27191,230000.0,1,1,1,29.0,2,0,0,0,0,0,306836.0,295324,303082,307038,116506,19085,9062.0,10978,10361,2507,490,308,0,0.047463632639570735,241500.0
27192,2300000.0,1,1,2,34.0,-1,-1,-1,-1,-1,-1,476.0,476,476,476,476,4145,476.0,476,476,476,4145,476,0,0.19602168453083238,2415000.0
27195,470000.0,1,2,1,32.0,0,0,0,0,0,0,176838.0,181224,143173,145293,148871,152309,9000.0,7000,6000,6000,6000,6000,0,-0.649715656560973,493500.0
27198,150000.0,1,3,2,45.0,-1,-1,-1,-1,-1,0,6129.0,6051,5901,671,37082,34725,6051.0,5901,671,37082,5000,5000,0,1.4066572740916379,157500.0
27200,330000.0,1,1,1,37.0,-1,-1,-1,-1,-1,-1,694.0,0,2023,-22,2870,860,0.0,2023,0,2892,1059,1727,0,1.4109472320078025,346500.0
27201,180000.0,99,1,1,42.0,-1,-1,-1,-2,-2,-2,1568.0,1550,-18,-18,-18,-18,1550.0,0,0,0,0,0,0,1.3574106449114705,189000.0
27202,360000.0,1,2,1,38.0,-2,-2,-2,-2,-2,-2,1288.0,2508,2500,0,0,0,2520.0,2500,0,0,0,0,0,0.030567152859751978,378000.0
27203,150000.0,1,2,1,43.0,0,0,0,0,0,0,122084.0,126042,128706,131333,133974,136907,5000.0,3700,3719,3756,4031,3914,0,1.2309358747689831,157500.0
27204,280000.0,1,3,3,42.0,1,-2,-1,0,0,0,-191.0,-191,5612,6917,10247,11822,0.0,6100,4000,3500,2500,2000,0,-0.8253425898539796,294000.0
27205,130000.0,1,3,1,39.0,0,-1,-1,-1,-1,-1,51790.0,390,390,390,390,390,,390,390,390,390,390,0,0.692434922146332,136500.0
27206,240000.0,1,2,1,,0,0,2,2,0,0,125055.0,133825,136232,132569,135007,34036,12400.0,6000,0,5806,2198,1207,0,-0.00958720573462416,252000.0
27207,90000.0,1,2,1,41.0,0,0,-1,0,0,0,3014.0,-1750,76674,77974,80064,81747,1757.0,79786,2836,3657,2972,6228,0,0.10311121903883524,94500.0
27208,190000.0,1,2,1,41.0,0,0,0,2,0,0,66506.0,67540,116043,107533,89331,91477,3000.0,50030,130,5000,4000,5000,0,0.5903232260320445,199500.0
27209,20000.0,1,1,1,41.0,0,0,0,0,0,0,19796.0,18510,16077,16389,11286,12833,1507.0,4011,5066,1003,7000,3000,0,0.43012318269802857,21000.0
27211,160000.0,1,1,2,27.0,-1,-1,-1,-1,-1,-2,1111.0,1111,0,6795,0,0,1111.0,0,6795,0,0,0,0,0.6068957900820775,168000.0
27213,1500000.0,1,1,2,27.0,0,0,0,0,0,0,56918.0,58368,59830,60134,26607,0,3000.0,3000,2000,0,0,0,0,-1.219830815720448,1575000.0
27215,60000.0,1,2,1,35.0,2,2,2,2,2,2,20195.0,21267,21332,21680,23011,23498,1700.0,700,1000,2000,1000,0,0,-0.3474882163045241,63000.0
27216,220000.0,1,1,1,37.0,-1,-1,-1,0,-1,-1,8821.0,17039,7113,9574,1727,4201,20059.0,7540,9571,1739,4918,0,0,0.02228166371487798,231000.0
27219,,1,3,2,31.0,0,0,0,-2,-1,0,6492.0,6069,-202,1201,1200,0,1050.0,0,1302,100,0,0,0,-0.6808370009522787,
27220,150000.0,1,3,1,42.0,0,0,0,0,0,0,148826.0,148568,151864,147485,106607,98109,6000.0,6012,5012,5000,4000,4000,0,-0.3546183481526125,157500.0
27221,100000.0,1,1,2,32.0,0,0,0,0,0,0,26650.0,26127,26608,24689,25699,26809,2000.0,2000,2000,1700,1500,1500,0,-1.5869904685715988,105000.0
27224,500000.0,1,1,2,31.0,0,0,-1,-1,-1,-1,30056.0,18415,1697,-107,2693,5393,6000.0,1697,0,2800,5400,8300,0,-0.658624303048565,525000.0
27226,90000.0,1,2,1,31.0,0,0,2,0,0,0,77107.0,93894,91508,86167,49479,50704,20000.0,0,3752,1726,2003,2000,0,-1.436272508635137,94500.0
27227,320000.0,1,1,1,33.0,-2,-2,-2,-2,-2,-2,1877.0,4094,4664,3878,22483,4097,4114.0,4687,3985,22595,4117,5838,0,1.8425902206069893,336000.0
27228,390000.0,1,1,1,35.0,-1,-1,0,0,0,0,14673.0,83728,67892,65246,68949,52724,83728.0,2637,2576,5000,2724,2000,0,0.23337960007929426,409500.0
27230,170000.0,1,2,1,34.0,1,-2,-1,-1,0,0,,-8,2698,6951,12753,12023,0.0,2706,6954,7002,241,13074,0,0.9507888736553226,178500.0
27232,380000.0,1,5,1,48.0,-1,-1,-1,-1,0,-1,17670.0,10179,11824,23991,13944,20962,10233.0,13826,24071,4065,21061,28484,0,0.8545299618304332,399000.0
27233,260000.0,1,1,1,43.0,-1,-1,-2,-2,-1,-1,1350.0,0,0,0,760,0,0.0,0,0,760,0,935,0,-0.6066171612917334,273000.0
27234,360000.0,1,1,1,32.0,-1,-1,-1,-1,-1,-1,7462.0,2708,5562,3906,8413,3079,2721.0,5588,3924,8454,3093,4095,0,-1.2068715593494748,378000.0
27235,240000.0,1,1,1,35.0,-1,-1,-1,0,-1,-1,,2007,21790,17102,13367,22659,2017.0,21817,1120,13434,22772,22820,0,-0.9614735358871619,252000.0
27236,,1,1,2,31.0,1,2,2,0,0,2,20505.0,22553,21904,23531,24636,25592,2700.0,0,2000,1500,1500,0,0,-0.34208499548336735,
27238,290000.0,1,2,2,38.0,-1,-1,-1,-1,-1,-1,72607.0,1995,2791,4644,2936,2245,2003.0,2803,4680,2956,2254,1811,0,0.43300856395200676,304500.0
27239,80000.0,1,3,2,42.0,0,0,2,0,0,0,11204.0,17587,17405,20207,23308,26406,6922.0,441,3450,3541,3545,3649,0,0.17103470278922342,84000.0
27240,240000.0,1,1,1,39.0,-1,-1,-1,-1,-1,-1,14719.0,3192,4389,10179,5413,1899,3192.0,4397,10179,5413,1899,21986,0,-0.12075359796917202,252000.0
27241,30000.0,1,1,2,29.0,0,0,0,0,0,-1,,18968,19958,21448,15567,22,1610.0,1600,2050,341,22,5000,0,-0.5595115452037865,31500.0
27242,30000.0,1,2,1,42.0,2,0,0,0,0,0,29492.0,29329,30720,29204,28219,28501,1488.0,1879,1624,900,900,900,0,0.3616037974942496,31500.0
27245,310000.0,1,2,1,,0,0,0,0,0,2,11416.0,15864,18599,21277,25896,25354,5000.0,3000,3000,5000,0,1000,0,0.3874995574071029,325500.0
27246,80000.0,1,1,2,35.0,0,0,0,0,0,0,52132.0,52568,54108,55310,48198,43536,3000.0,3000,3000,2000,2000,2000,0,-1.4922304784932388,84000.0
27247,50000.0,1,2,1,42.0,1,2,0,0,-1,2,49559.0,48019,45368,-500,7907,7258,0.0,2200,0,8407,0,1000,0,1.4690070317547428,52500.0
27248,390000.0,1,3,2,35.0,0,0,0,0,0,0,55213.0,59122,72930,76543,78143,77763,10000.0,20000,10000,8000,6000,5000,0,0.39498402866216603,409500.0
27249,440000.0,1,1,2,39.0,0,0,0,0,0,0,120448.0,115977,104887,86807,71641,12420,3939.0,3506,3589,3061,1031,1044,0,-0.5324164940770997,462000.0
27250,50000.0,1,2,2,30.0,1,-1,-1,-1,0,0,0.0,676,-104,9732,9927,9339,676.0,0,10500,337,333,407,0,-0.20164867451944346,52500.0
27251,210000.0,1,1,1,33.0,0,0,0,0,0,0,154714.0,150011,139854,138054,136674,136196,4830.0,4700,4515,4426,4436,4765,0,-1.989550896203038,220500.0
27252,230000.0,1,3,2,34.0,0,0,0,0,0,0,137122.0,138268,127797,130490,110153,112253,6700.0,6500,6513,4601,5000,5000,0,0.05093353250696832,241500.0
27253,50000.0,1,2,1,,0,0,0,0,0,0,27681.0,28287,28924,29521,29876,30201,1458.0,1485,1472,1217,1347,558,0,-0.64426363810701,52500.0
27255,80000.0,1,1,1,46.0,2,2,2,2,2,2,,40551,42592,43296,43892,43060,1000.0,3000,1700,1600,0,3500,0,0.8287991433299515,84000.0
27256,250000.0,1,3,1,28.0,0,0,0,0,0,0,249827.0,191305,90497,92278,93354,95309,8500.0,3899,3913,3186,3301,3525,0,-1.2008589857634842,262500.0
27257,150000.0,1,3,1,45.0,-2,-2,-2,-2,-2,-2,389.0,349,8362,882,1594,1385,350.0,8403,886,1602,1391,1156,0,-0.35144274036711676,157500.0
27258,140000.0,1,3,1,,0,0,0,0,0,0,137952.0,141168,143215,61586,70626,72723,7000.0,6110,5000,10014,5011,5005,0,-0.9543619561682393,147000.0
27259,530000.0,1,1,1,35.0,0,0,0,0,0,0,339912.0,335081,333120,304353,282876,288945,12188.0,12639,11123,9600,10028,16947,0,-2.792434480829375,556500.0
27261,130000.0,1,1,1,29.0,0,0,0,0,0,0,71051.0,67664,66258,62697,48210,46255,3000.0,3000,6000,2000,2000,2000,0,1.6060592085011975,136500.0
27262,20000.0,1,3,2,34.0,1,4,3,2,2,2,15526.0,14996,14474,13944,15073,14692,0.0,0,0,1363,0,2000,0,0.19512867497498856,21000.0
27265,310000.0,1,2,2,41.0,0,0,0,0,0,0,369398.0,342174,298536,168389,151755,73083,10250.0,9278,7000,7000,5000,188000,0,-0.030491959266472937,325500.0
27266,180000.0,1,2,1,49.0,-2,-2,-2,-2,-2,-2,0.0,0,0,0,45,0,0.0,0,0,45,0,2380,0,-1.8504590613546463,189000.0
27267,310000.0,1,1,1,45.0,-2,-2,-2,-2,-2,-2,8964.0,1168,6495,-16,-16,-16,1174.0,6527,0,0,0,0,0,-0.5778556952290071,325500.0
27269,500000.0,1,2,2,32.0,0,0,0,2,0,0,126599.0,132527,138945,142235,144959,148697,8000.0,8500,7000,7000,6000,15000,0,0.14496069798438532,525000.0
27270,380000.0,1,2,1,37.0,0,0,0,0,0,0,288908.0,288614,245375,249931,209711,185920,12036.0,11483,9578,6884,6549,6520,0,0.37790538590951595,399000.0
27271,250000.0,1,0,1,35.0,-2,-2,-2,-2,-2,-2,22839.0,7745,12035,33604,0,1190,7783.0,12046,33718,0,1190,590,0,0.3968635397477176,262500.0
27272,500000.0,1,1,2,39.0,-1,-1,-1,-1,-1,0,22204.0,83528,-24702,23804,92715,6655,83643.0,472,113935,108041,33,3984,0,0.19973354450181596,525000.0
27273,,1,1,2,33.0,-1,-1,-1,-1,-1,-1,10635.0,9921,2570,14722,11220,14800,10046.0,2570,14722,11220,14800,7250,0,-1.0034459884846598,
27275,,1,1,2,28.0,0,0,0,2,0,0,59114.0,59350,62130,56391,39083,39122,2800.0,4905,10,1600,1600,1600,0,1.4257981251207923,
27276,200000.0,1,2,1,44.0,-1,-1,-1,-1,-1,-1,4735.0,3668,21602,3760,2925,16751,3679.0,21666,4971,2933,16759,5010,0,0.7555674296812065,210000.0
27278,20000.0,1,2,2,44.0,1,2,2,2,0,0,18330.0,17743,20346,19597,19086,16755,0.0,3208,0,600,453,138,0,-0.4242831752654899,21000.0
27280,100000.0,1,2,1,39.0,0,0,-2,-2,-2,-2,91300.0,0,0,0,0,0,0.0,0,0,0,0,0,0,-0.5183408678400739,105000.0
