genre,pays,revenu_annuel,type_abonnement,duree_abonnement_mois,nb_connexions_mensuelles,churn,jour_semaine,mois,age_groupe
Homme,Belgique,59919.34792545654,Standard,4.6,30,1,2,1,60+
Femme,Maroc,24062.137977401326,Standard,0.1,21,1,6,5,
Femme,Algérie,52229.934962431864,Standard,19.8,30,0,1,4,30-40
Femme,Algérie,45272.76586471541,Standard,55.1,29,0,1,4,60+
Femme,Maroc,45479.797190488745,Standard,6.0,21,0,5,5,40-50
Homme,Algérie,29322.95587806574,Standard,17.2,29,1,5,4,50-60
Femme,Maroc,,Premium,16.6,19,0,0,3,40-50
Femme,Canada,36289.907497983426,Standard,10.5,23,0,0,7,
Homme,Algérie,25311.85448023493,Standard,,23,0,3,3,60+
Femme,Algérie,18872.002455564867,Premium,29.0,23,0,1,3,<20
Femme,Algérie,46610.89193959792,Premium,13.0,35,0,5,7,50-60
Homme,France,42458.88930907767,Standard,1.1,29,0,2,5,30-40
Homme,Algérie,35223.61587784602,Standard,18.4,33,0,3,5,50-60
Homme,Algérie,38485.994645364866,Standard,12.9,26,0,0,5,40-50
Femme,Maroc,40479.03898513349,Premium,6.7,26,1,5,1,20-30
Homme,Algérie,44229.18669048231,Standard,13.2,16,1,0,6,60+
Homme,France,43683.06518338207,Premium,13.4,21,1,0,3,50-60
Femme,Algérie,38291.84818055834,Premium,2.2,21,0,3,5,30-40
Homme,Canada,49417.327311311354,Standard,13.1,21,0,1,3,50-60
Homme,Belgique,,Premium,8.2,24,0,1,4,40-50
Femme,France,29943.031853561275,Standard,10.4,31,1,4,3,20-30
Femme,Algérie,29674.335584932684,Premium,0.3,28,0,2,6,30-40
Femme,Maroc,22166.128625284815,Familial,43.4,28,0,2,4,
Femme,Algérie,,Premium,8.7,25,0,1,2,
Femme,Belgique,54350.112699893914,Standard,4.9,32,1,0,5,<20
Femme,Belgique,30144.637102232846,Premium,2.7,24,0,4,1,50-60
Homme,Algérie,37314.493851680985,Familial,6.1,18,0,2,6,30-40
Femme,Belgique,45096.63838801317,Premium,0.2,31,1,4,6,30-40
Femme,Maroc,38459.446658923625,,17.7,29,0,2,7,60+
Femme,Algérie,51440.7447926479,Standard,9.4,18,1,1,6,50-60
Femme,France,25966.764635466287,Premium,12.1,19,1,4,2,60+
Non précisé,Maroc,44841.13718836371,Standard,14.8,21,0,4,6,20-30
Homme,Maroc,48037.02884943829,Standard,0.1,24,1,2,1,50-60
Homme,France,,Standard,65.0,25,0,5,1,40-50
Non précisé,France,36475.52001173327,Standard,11.1,19,0,3,4,40-50
Femme,Belgique,46540.217496381956,Standard,44.2,21,0,3,4,30-40
Homme,Belgique,37011.43751255952,Standard,10.7,25,0,4,6,50-60
Homme,France,,Standard,14.0,26,0,3,4,40-50
Femme,Belgique,27550.66679089751,Standard,13.2,18,0,2,3,40-50
Homme,Canada,64198.602448622005,Standard,21.3,14,0,0,3,50-60
Homme,Maroc,53871.51367195517,,29.6,23,0,1,2,30-40
Femme,Canada,57423.30647822666,Premium,10.6,23,1,4,3,20-30
Femme,France,15693.751681711277,Premium,25.9,24,0,4,2,60+
Homme,Belgique,31525.937415493052,Standard,8.1,24,0,1,2,30-40
Femme,Maroc,42875.855060713315,Premium,18.2,29,0,5,4,40-50
Femme,Belgique,34141.42618864396,Standard,5.9,26,1,2,7,60+
Homme,Algérie,47585.0428083626,Standard,9.0,24,0,3,2,40-50
Homme,Canada,43038.45045654513,,8.8,29,0,1,4,<20
Femme,France,39678.12718614792,Familial,11.9,18,0,3,3,50-60
Homme,France,36929.827781548745,Familial,86.4,29,1,0,3,20-30
Homme,Algérie,,Premium,6.6,25,1,1,5,30-40
Femme,Maroc,35139.29433716871,,6.9,24,0,2,6,20-30
Femme,France,40875.52331745542,Standard,0.4,19,1,5,3,60+
Femme,Maroc,14894.990476102153,Premium,14.3,25,0,1,4,20-30
Homme,Maroc,27936.745646995394,Standard,,17,0,5,5,60+
Homme,Canada,32150.419807069255,Premium,18.5,24,0,5,2,40-50
Femme,France,56536.00900679213,Premium,16.0,20,0,6,5,20-30
Femme,Algérie,46492.57115434545,Premium,1.1,34,0,5,1,20-30
Homme,Belgique,25540.18186966103,Standard,,24,1,5,1,<20
Femme,Algérie,41363.72271706979,Standard,3.0,23,0,5,6,20-30
Homme,France,32780.986676049135,Standard,1.4,20,0,5,4,40-50
Homme,France,28611.113547674122,Standard,8.3,28,1,6,3,40-50
Femme,Canada,59757.662848871,Standard,1.2,26,0,3,5,50-60
Homme,Belgique,48528.62531871447,Premium,2.3,36,1,6,5,30-40
Homme,Belgique,48779.65043476543,Standard,35.7,23,0,2,3,
Homme,Maroc,28366.508322065863,Familial,7.6,25,0,2,5,40-50
Homme,Belgique,,Premium,,28,1,2,5,60+
Femme,Canada,23187.229522097932,Premium,21.1,23,1,6,3,40-50
Femme,Maroc,43242.70866601909,Premium,23.3,25,1,1,2,<20
Femme,Maroc,47020.44389371673,Premium,2.4,23,1,5,6,50-60
Femme,France,29022.26281079354,Premium,14.1,31,0,3,5,30-40
Femme,Maroc,26669.091139080843,Standard,35.6,28,0,5,1,50-60
Homme,France,52252.33102384529,Standard,0.9,26,0,3,1,60+
Homme,France,36285.38075935552,Standard,0.4,20,1,2,5,20-30
Femme,Maroc,61390.95178021745,Premium,5.8,19,0,5,6,40-50
Femme,Canada,,Standard,17.7,22,0,4,4,30-40
Homme,Belgique,41736.18496953344,Standard,15.2,25,0,4,5,50-60
Femme,Maroc,34512.55117719884,Premium,26.0,24,0,2,3,30-40
Homme,Canada,,Familial,19.4,24,0,6,5,50-60
Homme,France,40116.03411245985,Standard,15.4,24,1,1,2,20-30
Femme,Canada,22696.96883598302,Standard,11.0,30,0,6,5,30-40
Femme,Canada,48402.65050231083,Familial,3.6,25,0,3,5,40-50
Femme,Algérie,45099.982352904044,Familial,4.9,25,0,0,2,40-50
Femme,Belgique,52800.33246181075,Standard,33.9,21,1,2,6,30-40
Homme,Maroc,28145.784854533165,Premium,9.9,22,0,5,1,50-60
Homme,Canada,24533.852971672404,Standard,24.7,20,0,6,5,20-30
Femme,Algérie,29474.042223076234,Premium,36.3,21,0,4,7,30-40
Femme,Belgique,44281.017021686595,Premium,7.2,27,0,3,5,40-50
Homme,Belgique,43394.8404226472,,18.5,22,0,4,1,60+
Homme,France,38557.076848795135,Standard,19.4,31,0,1,6,30-40
Femme,Maroc,42126.74379586172,Standard,10.9,25,0,5,6,40-50
Homme,Maroc,52709.35461997247,Premium,47.3,28,0,1,1,
Femme,Belgique,34781.493236752765,Standard,8.8,26,0,4,4,50-60
Femme,Belgique,48499.817843778495,Familial,5.6,13,1,0,1,50-60
Femme,Canada,,Familial,1.1,25,1,0,2,60+
Homme,Belgique,36994.68351510505,Premium,3.9,33,0,1,4,60+
Homme,Belgique,47710.576700930484,Familial,19.1,26,0,1,4,20-30
Femme,Algérie,33663.738830936134,Premium,20.7,33,0,2,4,
Femme,Belgique,47608.1570583415,Standard,5.8,33,1,3,6,40-50
Femme,France,43086.02443415112,Standard,23.9,21,0,5,1,50-60
Homme,France,44681.27849868778,Familial,,25,0,4,4,30-40
Homme,Maroc,67776.59296353105,Familial,7.7,19,1,1,2,40-50
Homme,Algérie,33592.17783750435,Premium,6.5,15,0,3,1,60+
Femme,Canada,47688.35371807888,Standard,6.2,29,0,3,5,<20
Homme,Canada,31716.723032107267,Premium,,22,0,2,7,50-60
Femme,France,14649.812438070421,Premium,9.4,19,0,2,5,40-50
Homme,Belgique,50424.79442132456,Standard,4.1,21,0,2,3,30-40
Homme,Algérie,24405.114632112407,Standard,9.5,25,1,5,4,40-50
Homme,Belgique,41034.573015290116,,14.5,25,1,5,1,50-60
Femme,Algérie,22733.622310451046,Premium,2.1,26,0,2,1,40-50
Homme,France,50029.344405491516,Premium,2.0,23,0,5,4,20-30
Femme,Belgique,27580.371059377605,Standard,62.6,16,0,1,6,60+
Homme,Algérie,47146.70638536534,Standard,15.2,31,0,0,6,50-60
Femme,Belgique,44855.47884729974,Familial,22.7,31,0,1,2,50-60
Femme,France,24347.429756165468,Familial,5.9,20,1,1,2,60+
Homme,Maroc,28900.62518250416,Premium,36.3,28,0,0,4,50-60
Femme,Algérie,,Standard,18.9,29,0,4,1,
Homme,Belgique,44620.83272404967,Standard,15.0,28,0,6,3,60+
Femme,France,37210.45564055684,Premium,,24,0,3,4,20-30
Homme,Algérie,38553.31168463944,Premium,4.3,27,0,0,2,<20
Homme,Algérie,37798.57705449703,Standard,,27,0,0,1,60+
Femme,France,46802.70173861895,Standard,0.5,26,0,3,5,40-50
Femme,Belgique,26743.357953526174,Premium,4.5,28,0,2,3,60+
Homme,Maroc,53492.41045009095,Standard,44.6,22,0,0,6,50-60
Femme,Canada,43920.22014367777,Premium,0.3,16,0,4,2,40-50
Femme,Belgique,32017.635164103052,Premium,24.7,30,0,4,4,40-50
Non précisé,France,36397.02312991792,,2.7,26,1,3,4,40-50
Femme,Algérie,28572.645459555348,Premium,1.8,24,0,4,1,40-50
Homme,Canada,43797.82046009262,Standard,26.5,20,0,5,3,30-40
Homme,Canada,37108.91187798444,Premium,22.1,27,0,3,6,<20
Homme,Belgique,58951.07082101415,Standard,5.4,19,0,2,2,40-50
Homme,Belgique,49057.65129967392,Standard,7.5,26,0,2,6,40-50
Femme,Maroc,,Standard,9.6,22,1,0,2,40-50
Femme,Algérie,,Standard,0.4,36,0,1,4,
Femme,Canada,48150.19115674583,Premium,49.6,27,0,5,5,50-60
Homme,Belgique,16246.254189796759,Premium,34.7,20,1,4,6,30-40
Homme,Belgique,49172.45602000067,Premium,29.3,24,1,6,4,30-40
Femme,Maroc,37751.53838658271,Standard,19.5,30,0,1,3,50-60
Homme,France,39496.986924492216,Premium,21.0,19,0,3,5,20-30
Femme,Maroc,66250.64829344461,Standard,4.7,20,1,6,6,60+
Femme,France,13978.742123081514,Familial,1.3,24,0,4,5,30-40
Homme,Belgique,29900.594562599104,Premium,6.9,20,0,0,6,30-40
Homme,France,50819.46937323729,,28.2,28,0,2,4,<20
Homme,Canada,23624.15845088113,Standard,13.6,23,1,3,3,60+
Homme,Canada,45675.5575590477,,2.1,19,1,1,5,40-50
Femme,France,,Premium,11.1,28,0,6,4,40-50
Homme,Maroc,39827.307915504156,Standard,18.7,27,1,5,3,50-60
Femme,Algérie,32827.07160010211,Standard,29.7,34,0,2,5,50-60
Femme,Canada,38165.841833228216,Standard,9.4,20,0,0,1,50-60
Femme,France,58072.065056337444,Premium,9.4,25,1,2,4,30-40
Homme,Belgique,40489.48079818715,Standard,25.2,19,1,3,1,20-30
Homme,Belgique,,Premium,2.5,21,0,1,6,40-50
Homme,France,29018.668384675017,Familial,4.8,26,0,4,6,20-30
Homme,Canada,29852.848394733643,Standard,12.4,18,1,6,2,50-60
Homme,Maroc,25039.280624280767,Premium,16.4,25,1,5,2,
Femme,Algérie,38849.85868841869,Standard,12.9,25,1,6,5,40-50
Homme,Belgique,44164.36390455506,Standard,2.3,28,0,2,2,50-60
Homme,Maroc,33143.42908682596,Standard,7.4,20,0,0,2,50-60
Homme,Maroc,46795.277491272,Standard,8.7,26,0,6,4,30-40
Femme,Belgique,41766.65261283513,Familial,3.3,21,0,0,3,50-60
Femme,Algérie,37583.36299315908,Standard,9.7,28,0,3,1,50-60
Homme,Belgique,408.54530910932846,Familial,,19,0,4,6,40-50
Femme,Algérie,20197.447936249777,Standard,6.0,21,0,4,6,50-60
Homme,Canada,28378.674030411716,Premium,5.5,17,0,2,3,40-50
Homme,Canada,46643.69437761195,Premium,9.6,27,1,4,4,30-40
Femme,Algérie,51196.3694661961,Standard,11.4,31,0,0,1,40-50
Homme,Belgique,29591.031777836055,Standard,6.3,32,1,3,3,40-50
Femme,Algérie,50533.42468913831,Premium,22.6,21,0,6,3,20-30
Homme,Maroc,32913.89559738425,Premium,8.0,23,0,0,6,30-40
Femme,Belgique,51233.965348725884,Standard,8.0,19,0,0,5,20-30
Homme,Maroc,49229.13635234696,Premium,,29,0,5,2,50-60
Homme,Belgique,32130.442306988974,Familial,5.3,18,0,5,5,30-40
Femme,Belgique,54027.94387687112,Premium,1.5,23,0,5,3,20-30
Homme,Algérie,58642.620040063804,Standard,12.6,36,0,2,2,20-30
Homme,Maroc,16588.539481698615,Standard,2.6,30,0,2,1,60+
Homme,Algérie,44666.09080092122,Standard,79.1,32,0,5,5,<20
Homme,Algérie,45783.70659554444,Standard,2.0,23,0,3,5,
Femme,Algérie,39087.0982119767,Premium,19.4,29,0,3,4,30-40
Femme,Canada,41749.77375718948,Premium,32.4,13,0,1,6,20-30
Femme,Belgique,67099.12442990729,Premium,19.8,27,1,2,5,40-50
Homme,Maroc,45485.73372935082,Familial,16.1,31,0,3,5,60+
Femme,Maroc,42135.67600405884,Standard,23.5,21,1,0,5,50-60
Homme,Canada,36944.633803696415,Standard,10.2,26,0,4,5,30-40
Femme,Algérie,66175.13746061588,Premium,35.3,22,0,4,7,60+
Femme,France,28766.369169736652,Familial,41.4,27,1,4,5,30-40
Homme,France,19714.614840416743,Premium,15.9,29,0,6,4,50-60
Femme,Algérie,32717.39047514127,Premium,42.9,26,0,0,7,60+
Femme,Algérie,39149.78429796647,Standard,9.4,31,0,1,7,40-50
Femme,France,26649.438920257402,,27.7,28,0,6,6,40-50
Homme,Belgique,52019.63117121971,Standard,8.7,27,0,4,3,40-50
Homme,Maroc,,Premium,,25,0,5,4,<20
Femme,Canada,36138.47848447483,Standard,23.0,36,0,0,2,40-50
Homme,Maroc,48436.88049663377,Standard,0.7,23,0,5,3,40-50
Homme,Maroc,65509.77074644288,Familial,14.8,21,0,4,2,20-30
Femme,France,27856.86619015724,Familial,21.1,21,0,4,2,40-50
Homme,Algérie,27815.00495950491,Premium,4.1,25,0,3,2,40-50
Homme,France,31225.02767368711,Premium,15.2,24,0,6,4,40-50
Homme,Belgique,34947.25385087858,Premium,18.8,19,0,3,5,20-30
Femme,Algérie,11970.345399810121,Standard,8.1,29,0,3,7,30-40
Homme,Algérie,41046.838172721364,Familial,35.9,28,0,3,5,20-30
Femme,France,26487.112715370076,Familial,1.7,23,1,4,4,60+
Femme,Maroc,41273.485359497965,Standard,1.9,28,0,2,6,50-60
Homme,Algérie,40933.358624650085,Standard,6.3,21,0,3,1,20-30
Femme,Algérie,47805.29520254616,Familial,24.4,20,0,0,4,20-30
Homme,France,57332.509688251586,Standard,18.0,25,1,0,3,30-40
Homme,Belgique,44985.49748633264,Premium,11.1,25,0,0,5,30-40
Homme,Belgique,50021.227102105804,Standard,25.1,14,0,5,4,20-30
Femme,Canada,58477.0469465181,Premium,35.7,28,0,0,5,<20
Femme,Canada,,Standard,4.2,25,0,0,2,50-60
Femme,France,36507.566745140735,Premium,3.1,31,1,2,2,20-30
Femme,Algérie,,Standard,0.4,22,0,2,2,30-40
Femme,France,41198.36271724574,Standard,0.4,25,1,0,4,60+
Femme,Canada,56812.36135685105,Premium,23.9,35,0,1,3,60+
Homme,Maroc,53485.11178664115,Premium,42.9,21,1,2,7,60+
Homme,France,48067.471694507476,Premium,12.0,22,0,2,7,40-50
Femme,Algérie,64132.287294841946,Premium,17.7,21,1,3,1,40-50
Femme,Canada,40588.319399582055,Premium,27.6,28,0,4,3,60+
Non précisé,Algérie,45315.01859573851,Standard,16.9,19,0,4,5,30-40
Homme,France,37225.67128504709,Standard,53.7,25,0,3,5,40-50
Femme,Belgique,49519.08507546428,Standard,,23,0,6,6,30-40
Femme,Canada,49669.38780133821,Standard,5.0,28,0,5,6,40-50
Homme,France,52556.278434298736,Standard,13.9,15,0,5,3,40-50
Homme,Canada,46888.40606172444,Familial,14.0,22,0,3,6,20-30
Homme,Algérie,,Premium,29.9,24,1,2,1,20-30
Femme,Maroc,21192.667362229655,Premium,1.4,18,1,0,7,50-60
Femme,Maroc,38803.65004172429,Familial,19.5,36,0,3,1,50-60
Homme,Canada,33528.74927052872,Premium,20.2,22,1,5,1,40-50
Homme,Canada,34261.03078342994,Standard,12.0,31,0,5,2,<20
Homme,Maroc,30568.703980091115,Standard,13.4,23,1,5,4,<20
Femme,France,38356.94985742904,Standard,9.9,21,0,4,3,60+
Homme,Maroc,44799.6849524984,Standard,17.2,18,1,3,2,40-50
Femme,Canada,57161.456541556494,Standard,28.2,17,0,2,1,20-30
Femme,Maroc,,Familial,,28,0,0,4,40-50
Homme,Canada,22718.43258096651,Standard,81.7,35,0,2,3,50-60
Femme,Canada,46302.90335183512,Familial,16.3,24,0,1,1,60+
Homme,Canada,12916.08516019727,Premium,11.6,26,0,5,2,30-40
Homme,Algérie,59832.03973206578,Standard,45.9,32,0,5,3,50-60
Femme,Canada,40754.57321144537,Standard,3.5,31,1,3,2,<20
Homme,Canada,31893.231614034743,Premium,1.6,29,1,6,1,40-50
Femme,Algérie,47949.66128417146,Standard,5.7,24,1,2,5,40-50
Homme,Maroc,38008.00068419893,Standard,57.2,29,0,5,2,<20
Non précisé,Canada,,Premium,13.9,35,0,4,3,
Homme,Canada,33185.124507976696,Standard,1.4,28,0,2,3,
Homme,Belgique,48102.35797490617,Standard,0.1,22,0,4,2,50-60
Homme,France,28402.701043206805,Standard,8.5,29,0,6,1,40-50
Homme,Belgique,42388.13485159813,Familial,4.1,28,0,1,5,20-30
Homme,Canada,41584.65439059024,Standard,4.4,29,1,2,4,
Homme,Canada,,Standard,5.8,33,1,1,5,50-60
Homme,France,25792.65944970642,Premium,20.9,21,0,1,7,30-40
Femme,Maroc,27039.12385216683,Standard,0.4,29,0,3,1,50-60
Femme,Belgique,46668.849583217205,Standard,2.0,25,0,1,2,30-40
Homme,Belgique,34843.164443159934,Standard,13.8,21,1,5,3,30-40
Femme,Maroc,26899.956061635603,,4.3,22,1,1,6,30-40
Femme,France,46312.60771014906,Premium,0.7,22,0,1,1,60+
Homme,Maroc,22679.049048559795,Standard,7.7,20,0,4,1,<20
Homme,Canada,33845.56787815616,Standard,7.4,22,0,3,5,<20
Homme,Canada,40726.91322878399,Standard,7.4,19,1,5,2,60+
Femme,France,37449.736165731345,Familial,6.1,24,1,3,2,30-40
Femme,Canada,46043.054496773024,Standard,0.9,24,1,4,7,50-60
Homme,Canada,25902.787957270964,Familial,5.6,24,0,0,5,50-60
Homme,Canada,45910.69699631301,Familial,9.4,27,0,6,3,30-40
Femme,Algérie,44535.93649740811,Premium,14.8,26,0,2,5,<20
Homme,Belgique,46660.7324053094,Standard,1.4,37,1,3,5,30-40
Femme,Maroc,39169.662166458605,Standard,1.9,13,0,2,1,40-50
Homme,Canada,64443.43978633989,Standard,20.0,18,0,0,3,30-40
Homme,Belgique,50212.79145525772,,13.7,19,1,3,1,40-50
Femme,Algérie,47169.89192106515,Standard,11.7,22,0,6,6,40-50
Femme,Belgique,,Standard,13.8,22,0,3,2,40-50
Femme,Canada,47482.627614777215,Familial,8.7,21,1,4,4,50-60
Homme,Maroc,35680.22730312649,Standard,10.3,29,1,0,2,40-50
Femme,Maroc,36756.1532141362,Premium,18.2,19,0,4,1,40-50
Femme,Belgique,46565.20857188693,Familial,12.8,31,0,3,2,<20
Femme,Algérie,34269.241595494874,Familial,22.1,21,0,0,3,30-40
Homme,Maroc,27534.002226904147,Premium,1.0,22,0,6,4,60+
Femme,Belgique,54106.82428262105,Standard,19.3,31,1,0,6,50-60
Femme,Canada,37722.732344717,,18.6,29,0,0,4,50-60
Homme,France,48603.85781555017,Standard,25.5,18,1,3,3,30-40
Femme,Belgique,28404.86007967676,Familial,1.6,35,0,6,1,30-40
Homme,France,31967.412696418127,Standard,14.4,25,0,3,2,20-30
Homme,Maroc,22197.35675221409,Familial,27.3,32,0,2,6,
Femme,Belgique,49007.14580968297,Standard,1.8,31,0,2,5,30-40
Femme,Maroc,56984.315196641044,Standard,17.3,24,0,6,5,40-50
Homme,Canada,23346.782357755907,Premium,2.0,27,0,3,1,40-50
Femme,France,52944.54687008901,,52.4,28,0,1,4,30-40
Homme,Algérie,40759.05854198642,Standard,17.4,20,0,5,6,30-40
Homme,Maroc,25397.246199686826,Familial,15.7,27,0,6,1,40-50
Homme,Canada,52879.439240430416,Premium,2.9,22,0,4,3,
Femme,France,51910.152120685496,Premium,0.1,29,1,3,1,30-40
Femme,Canada,35054.41335004056,Standard,6.2,26,1,0,5,60+
Femme,Belgique,31462.021454736067,Premium,4.8,19,0,2,5,20-30
Non précisé,Algérie,53817.762654199236,Standard,20.4,29,0,3,7,60+
Homme,Algérie,32495.63843455874,Premium,18.1,32,0,1,2,40-50
Homme,Canada,47593.38881167819,Premium,7.1,24,0,3,1,20-30
Homme,France,65135.26465839144,,12.0,27,0,4,6,<20
Femme,Maroc,46350.32947270205,Premium,16.5,23,0,3,7,20-30
Femme,Canada,32605.15439809315,Premium,10.5,21,0,1,6,30-40
Homme,France,38827.28411694582,Premium,2.6,27,0,3,2,30-40
Homme,Algérie,37742.5664716933,Familial,30.8,30,0,6,6,50-60
Homme,Algérie,33064.99280526034,Standard,15.2,30,1,5,5,20-30
Femme,Algérie,61474.4874379633,Standard,5.0,27,1,5,4,50-60
Femme,Belgique,47145.61595531992,Standard,4.6,35,1,3,3,40-50
Homme,Algérie,44766.70459234615,Standard,0.3,26,0,2,2,<20
Homme,Maroc,52894.306445075854,Standard,43.6,20,0,0,6,60+
Femme,Belgique,34587.94481879425,Standard,8.3,20,1,4,5,50-60
Homme,Belgique,60875.22194785967,Standard,18.4,29,0,3,1,50-60
Femme,Canada,17995.091130515302,Familial,0.0,29,0,6,3,30-40
Homme,Belgique,38353.34749262707,Premium,0.0,26,1,1,1,60+
Homme,Canada,53340.384088735496,,61.4,32,0,0,4,40-50
Femme,Algérie,26470.609405784933,Premium,6.7,23,0,4,3,<20
Femme,Canada,,Standard,19.1,25,0,6,5,30-40
Homme,Canada,53962.508898263746,Premium,,35,0,1,4,
Homme,France,42372.31898386755,Premium,9.4,29,0,0,3,
Femme,France,44707.39469342955,Familial,8.8,18,0,2,5,30-40
Femme,Maroc,43117.80364957308,Standard,6.7,31,0,5,4,20-30
Femme,Algérie,42115.01962996469,Familial,2.5,21,1,0,1,40-50
Homme,Algérie,28878.999105376577,Standard,27.3,27,1,2,6,30-40
Femme,France,14872.018738112994,Standard,46.0,31,1,2,1,
Femme,Algérie,11117.675037235607,Standard,7.6,23,0,1,3,
Homme,Maroc,41649.22577815743,Familial,49.8,22,0,5,4,50-60
Homme,Belgique,29973.155417559155,Standard,0.9,27,0,0,4,40-50
Femme,France,32080.914642599833,Premium,23.0,20,0,2,4,50-60
Homme,Canada,16386.833963329118,Familial,6.5,24,0,0,4,60+
Femme,France,39515.4986095453,Standard,7.4,32,1,1,6,50-60
Femme,Belgique,37389.53488093611,Standard,21.2,24,0,4,4,30-40
Homme,Belgique,45476.468232571984,Standard,8.4,24,0,3,1,20-30
Homme,Belgique,31451.745540449832,Standard,22.3,29,0,1,1,60+
Homme,Maroc,,Standard,13.3,18,0,3,3,20-30
Homme,Algérie,40889.985930220835,Standard,19.4,27,0,3,1,
Femme,Belgique,33210.135378605686,Premium,82.0,29,0,4,3,40-50
Homme,Algérie,41010.59215230077,Standard,34.5,29,0,5,4,<20
Non précisé,Maroc,45920.536049959395,Standard,6.0,27,0,6,6,50-60
Non précisé,Algérie,23335.045917561263,Standard,17.7,16,1,1,1,60+
Femme,Canada,28252.13634251343,Premium,4.4,24,0,0,2,30-40
Femme,France,43698.49985394205,Standard,33.5,27,0,5,4,40-50
Homme,Canada,33468.03658495431,Standard,17.5,25,0,5,6,
Femme,France,48680.02863383254,Premium,8.1,40,0,2,3,30-40
Femme,Maroc,37599.507922489756,Premium,47.8,29,0,5,1,<20
Homme,Maroc,30738.86021760825,Standard,3.4,28,0,5,5,40-50
Femme,France,35549.971190606,Premium,77.7,32,0,6,4,20-30
Homme,Canada,34008.062683067525,Premium,3.6,31,0,0,2,50-60
Femme,Canada,41558.16503693899,,0.3,39,1,1,3,50-60
Homme,Canada,40625.921033908424,Standard,7.9,20,0,6,4,30-40
Homme,Canada,46233.48717635959,Premium,4.8,29,1,2,2,40-50
Homme,France,50526.31532948061,Standard,30.0,27,0,0,6,60+
Femme,France,45461.804849038985,Premium,3.5,24,0,5,1,30-40
Femme,Canada,34629.61451946844,Premium,2.7,35,0,4,3,30-40
Homme,Belgique,,Standard,23.9,22,1,4,4,50-60
Femme,Canada,,Familial,10.4,22,0,4,4,50-60
Femme,Belgique,,Premium,15.2,22,0,6,1,30-40
Homme,Maroc,,Standard,3.5,16,0,3,5,60+
Femme,Canada,39119.038982847866,Premium,11.7,32,0,1,2,50-60
Femme,Canada,23730.961996290203,Standard,0.5,27,1,6,2,50-60
Femme,Canada,28810.878571911984,,2.3,20,0,6,6,20-30
Homme,France,22940.789835967757,Standard,49.1,22,0,4,7,50-60
Femme,Maroc,35859.60816516029,Familial,8.5,19,1,4,5,60+
Homme,Belgique,56036.38782364286,Standard,5.4,23,0,3,1,30-40
Homme,France,48212.71135747533,Premium,11.8,30,0,4,1,20-30
Femme,Belgique,37115.09631868339,Standard,0.2,22,0,2,1,
Homme,Algérie,41580.15692422684,Premium,83.6,29,0,2,5,20-30
Femme,Algérie,,Familial,3.0,19,1,0,5,40-50
Femme,Maroc,33059.20442079705,Premium,8.0,23,1,5,6,20-30
Homme,Algérie,39090.95170453029,Standard,1.5,18,1,6,6,20-30
Homme,Canada,46071.2567088676,Standard,15.5,24,0,0,2,30-40
Homme,Canada,,Standard,11.0,23,0,2,2,60+
Homme,Belgique,50793.66552891289,Premium,12.6,27,1,6,6,40-50
Femme,Belgique,42103.33934814664,Standard,3.0,31,0,3,5,30-40
Homme,France,30819.518178708033,Standard,23.0,18,0,0,1,50-60
Femme,Belgique,41207.29312400971,Premium,62.5,23,0,4,5,20-30
Femme,France,36814.5815735803,Standard,14.8,29,0,6,3,<20
Homme,Maroc,51222.709946961986,Familial,21.7,24,0,4,2,40-50
Homme,Algérie,32813.80162475639,Premium,24.8,16,0,2,3,60+
Homme,France,37287.97472523277,Standard,22.4,24,0,0,6,20-30
Femme,Canada,45692.5411795356,Standard,26.3,25,0,0,1,50-60
Femme,Belgique,,Premium,21.7,18,0,0,6,30-40
Homme,Algérie,27505.977078882606,Premium,53.4,21,1,4,2,60+
Homme,Maroc,30104.631885970597,Standard,24.0,28,0,4,2,50-60
Homme,Belgique,43494.52484566384,Premium,7.6,36,0,3,3,40-50
Homme,Maroc,51343.524021846315,,27.0,29,0,2,5,20-30
Femme,Algérie,20095.27573348053,Premium,0.1,20,0,5,7,40-50
Homme,Algérie,49914.61209378243,Standard,13.7,16,1,1,1,30-40
Homme,France,53910.17902819938,Standard,6.2,26,0,2,1,20-30
Femme,Belgique,46003.18964797325,Familial,2.1,23,0,5,1,60+
Homme,Algérie,26106.664815226017,Premium,41.7,26,1,4,6,30-40
Homme,Canada,35881.06386005697,Standard,10.7,23,0,2,2,30-40
Femme,Maroc,54240.576379463644,Premium,8.6,28,1,4,4,40-50
Femme,France,26234.758239404833,Standard,9.3,21,0,0,5,<20
Homme,France,30866.777372447534,Premium,38.7,28,0,2,3,20-30
Homme,Canada,22944.1667235849,Standard,22.0,25,0,4,1,30-40
Homme,Algérie,33191.93524453161,Standard,13.8,21,0,0,7,50-60
Homme,Belgique,24597.481892953703,Standard,1.1,31,0,5,4,30-40
Femme,France,,Standard,10.6,18,0,4,5,50-60
Femme,Maroc,51885.69164659775,Standard,18.3,29,0,5,5,60+
Homme,Canada,49984.6328021686,Familial,3.0,26,0,2,7,
Femme,France,,,28.4,24,0,5,4,30-40
Femme,Maroc,58601.17964816246,Familial,5.5,24,0,6,4,20-30
Femme,Algérie,38355.4342965615,Premium,1.8,20,0,0,5,
Femme,Maroc,59865.07290354072,Standard,21.9,26,0,6,5,60+
Homme,France,53872.798071624966,Standard,62.0,25,0,0,2,
